,Property Name,Price,House Type,Area in sq ft,No. of Bedrooms,No. of Bathrooms,No. of Receptions,Location,City/County,Postal Code
1220,Mandalay Road,75000,Flat / Apartment,838,2,2,2,,London,SW4 9ED
1221,Shelgate Road,139900,House,1456,3,3,3,Battersea,London,SW11 1BQ
1222,Pearson Square,475000,Penthouse,1774,3,3,3,Fitzrovia,London,W1T 3BJ
1223,Canonbury Lane,227500,House,1969,4,4,4,Islington,London,N1 2AP
1224,Lofting Road,599950,Flat / Apartment,657,2,2,2,Islington,London,N1 1ET
1225,Palewell Park,199500,House,2707,5,5,5,East Sheen,London,SW14 8JH
1226,Kings Road,89900,House,1109,3,3,3,,London,SW14 8PF
1227,Richmond Park Road,157500,House,2050,5,5,5,,London,SW14 8JU
1228,Osprey Court,85000,Flat / Apartment,655,1,1,1,Star Place,London,E1W 1AG
1229,Fernside Road,125000,House,1683,4,4,4,,London,SW12 8LN
1230,Paddenswick Road,375000,House,3391,5,5,5,Ravenscourt Park,London,W6 0UA
1231,Bollo Lane,99500,House,1423,5,5,5,Chiswick,London,W4 5LT
1232,Devonshire Road,85000,House,1163,3,3,3,Chiswick,London,W4 2HD
1233,Grove Court,240000,Flat / Apartment,1898,4,4,4,Drayton Gardens,London,SW10 9QY
1234,Kathleen Road,599950,Flat / Apartment,830,3,3,3,Battersea,London,SW11 2JR
1235,Huntspill Street,87500,House,1334,5,5,5,,London,SW17 0AA
1236,Eamont Court,67500,Flat / Apartment,602,2,2,2, St. Johns Wood,London,NW8 7DG
1237,Murray Street,73500,Flat / Apartment,953,2,2,2,Camden,London,NW1 9RE
1238,Mandalay Road,92500,Flat / Apartment,1082,2,2,2,,London,SW4 9ED
1239,Mapesbury Road,130000,House,2547,5,5,5,Brondesbury,London,NW2 4HJ
1240,Birds Hill Road,750000,House,12526,7,7,7,Oxshott,Surrey,KT22 0NJ
1241,Hereford Square,745000,House,3997,6,6,6,South Kensington,London,SW7 4TS
1242,Wilton Place,825000,House,3188,5,5,5,Belgravia,London,SW1X 8RL
1243,College Cross,239500,House,2212,4,4,4,Islington,London,N1 1PT
1244,Northchurch Road,50000,Flat / Apartment,675,1,1,1,Islington,London,N1 3FL
1245,Canonbury Park South,255000,House,2241,5,5,5,Canonbury,London,N1 2JG
1246,Upper Place,60000,New development,721,2,2,2, Clapton,London,E5 9BU
1247,City Mills Apartments,59000,Flat / Apartment,702,2,2,2,Lee Street,London,E8 4FB
1248,Eagle Mews,55000,House,674,2,2,2,Tottenham Road,London,N1 4ST
1249,Brookville Road,165000,House,1716,5,5,5, Fulham,London,SW6 7BH
1250,Culmington Road,125000,House,1700,4,4,4,Ealing,London,W13 9NB
1251,Ravens Close,47500,Flat / Apartment,645,2,2,2,Surbiton,Surrey,KT6 4QG
1252,Pavilion Park,42500,New development,603,1,1,1, East Molesey,Surrey,KT8 9DX
1253,Liberty House,59900,Flat / Apartment,830,2,2,2,Ensign Street,London,E1 8JA
1254,Chestnut Grove,132500,House,1800,4,4,4,,London,SW12 8JG
1255,Cottenham Park Road,135000,Flat / Apartment,1862,3,3,3,Wimbledon,London,SW20 0RZ
1256,Craven Gardens,122500,House,1681,4,4,4,Wimbledon,London,SW19 8LU
1257,Southlands Drive,65000,Flat / Apartment,779,2,2,2,Wimbledon,London,SW19 5QH
1258,Springfield Road,695000,House,3911,6,6,6,St. John's Wood,London,NW8 0QN
1259,Loudoun Road,449500,House,2607,4,4,4,St. John's Wood,London,NW8 0LT
1260,Norfolk Mansions,599950,Flat / Apartment,969,3,3,3, Putney,London,SW18 1NU
1261,The Glass House,46500,Flat / Apartment,461,1,1,1, Putney,London,SW15 1PR
1262,Harley Road,749950,Flat / Apartment,650,2,2,2,,London,NW3 3BN
1263,Altenburg Gardens,105000,Flat / Apartment,1155,2,2,2,,London,SW11 1JL
1264,Harbut Road,65000,Flat / Apartment,684,2,2,2,,London,SW11 2RB
1265,Lavender Gardens,77500,Flat / Apartment,928,2,2,2,,London,SW11 1DN
1266,Basilica Mews,210000,New development,2132,4,4,4,,Thurleigh Road,SW12 8UF
1267,Kings Hill,107500,House,2096,4,4,4,Loughton,Essex,IG10 1HY
1268,Oakley Road,62500,Flat / Apartment,676,1,1,1,,London,N1 3LL
1269,The Pryors,180000,Flat / Apartment,1405,3,3,3, Hampstead,London,NW3 1BS
1270,Gosberton Road,77500,Flat / Apartment,1368,3,3,3,,London,SW12 8LG
1271,Chiswick High Road,205000,New development,2875,4,4,4,Chiswick,London,W4 5RG
1272,Lonsdale Road,77500,Flat / Apartment,936,2,2,2,Barnes,London,SW13 9PY
1273,Dalebury Road,88500,Flat / Apartment,1258,2,2,2,,London,SW17 7HH
1274,Rosenau Road,240000,House,2803,6,6,6,Battersea,London,SW11 4QX
1275,Circle Gardens,82500,House,1388,3,3,3,Wimbledon,London,SW19 3JU
1276,Queens Road,225000,House,2946,4,4,4,Kingston upon Thames,Surrey,KT2 7SN
1277,Vanderbilt Road,112500,House,1566,5,5,5,,London,SW18 3BG
1278,Alma Road,10000,House,1306,4,4,4,Wandsworth,London,SW18 1AH
1279,Kennet House,35000,Flat / Apartment,670,2,2,2, Lisson Grove,London,NW8 8HB
1280,Church Road,60000,House,1041,2,2,2,Northwood,Middlesex,HA6 1AR
1281,Clarendon Road,360000,House,1831,5,5,5,Notting Hill,London,W11 2HW
1282,Roseneath Road,205000,House,2202,3,3,3,,London,SW11 6AG
1283,Cologne Road,76500,Duplex,992,2,2,2,St John's Hill,London,SW11 2AJ
1284,Randolph Avenue,167500,Flat / Apartment,1101,2,2,2,Little Venice,London,W9 1DW
1285,Montagu Square,137500,Flat / Apartment,1002,2,2,2,Marylebone,London,W1H 2LW
1286,Harley Place,135000,Mews,993,2,2,2,Marylebone,London,W1G 8QE
1287,Victoria Road,885000,House,3813,5,5,5,,London,W8 5RF
1288,Edwardes Square,385000,House,2285,4,4,4,,London,W8 6HE
1289,Canonbury Square,250000,House,2537,6,6,6,Islington,London,N1 2AU
1290,Tollington Way,57500,New development,840,2,2,2, London,N7 6QX,N7 6RG
1291,Compton Avenue,465000,House,4653,7,7,7,Highgate,London,N6 4LH
1292,New Road,495000,House,7043,6,6,6,Esher,Surrey,KT10 9PG
1293,Pavilion Park,55500,New development,753,2,2,2, East Molesey,Surrey,KT8 9DX
1294,Courtfield Gardens,375000,Flat / Apartment,1902,4,4,4,,London,SW5 0PH
1295,Buxton Road,105000,House,1338,3,3,3,,London,SW14 8SY
1296,Newark Street,177500,House,2200,4,4,4,,London,E1 2AA
1297,Lime Quarter,55000,New development,773,2,2,2,Bow,London,E3 3PJ
1298,Marlborough Road,270000,House,2953,7,7,7,Chiswick,London,W4 4ET
1299,Chiswick Village,399950,Flat / Apartment,580,2,2,2,Gunnersbury,London,W4 3BY
1300,Carlton House,59500,New development,545,1,1,1,Carlton Drive,London,SW15 2BS
1301,Fulham Road,320000,House,2988,4,4,4,,London,SW10 9TU
1302,Siddal Apartments,67500,Flat / Apartment,778,2,2,2, Elephant Park,London,SE17 1FQ
1303,Darlaston Road,76500,New development,864,2,2,2,Wimbledon,London,SW19 4LF
1304,Tranmere Road,80000,Flat / Apartment,1428,4,4,4,,London,SW18 3QT
1305,St. Johns Wood Road,83500,Flat / Apartment,651,1,1,1,St. John's Wood,London,NW8 8RE
1306,Sheen Road,120000,House,1662,4,4,4,Richmond,Surrey,TW9 1YJ
1307,Portland Chambers,239500,Flat / Apartment,1160,2,2,2, Fitzrovia,London,W1W 6RP
1308,Devonshire Place Mews,325000,House,1738,3,3,3,Marylebone,London,W1G 6DD
1309,Chelsea Waterfront,299000,New development,1451,3,3,3, Chelsea,London,SW10 0QH
1310,Thornhill Crescent,499950,Flat / Apartment,388,1,1,1,,London,N1 1BJ
1311,Worple Street,180000,House,4225,5,5,5,Mortlake,London,SW14 8HE
1312,Vicarage Road,230000,House,2800,6,6,6,East Sheen,London,SW14 8RU
1313,The Madison,57300,New development,429,0,0,0,199 To 207 Marsh Wall,London,E14 9YT
1314,Hatton Place,83500,Flat / Apartment,704,2,2,2,Clerkenwell,London,EC1N 8RU
1315,Lonsdale Road,220000,House,2354,5,5,5, Chiswick,London,W4 1ND
1316,Sinclair Road,70000,Flat / Apartment,680,1,1,1,,London,W14 0NR
1317,Queen Anne's Gate,277500,Flat / Apartment,1711,3,3,3,St. James's,London,SW1H 9AA
1318,Chapman Square,75000,Flat / Apartment,1076,3,3,3,Wimbledon,London,SW19 5QT
1319,Burntwood Grange Road,119500,House,1538,3,3,3,,London,SW18 3JY
1320,Melody Road,142500,House,2173,5,5,5,Wandsworth,London,SW18 2QG
1321,Northiam Street,38000,Flat / Apartment,420,1,1,1,South Hackney,London,E9 7HQ
1322,Middlefield Close,899950,House,2915,5,5,5, Coulsdon,Surrey,CR5 3NX
1323,Fairfax Mews,20000,House,2149,5,5,5,Putney,London,SW15 6FF
1324,Nicholas Way,299500,House,5517,7,7,7,Northwood,Middlesex,HA6 2TR
1325,Althorp Road,149000,House,1875,5,5,5,Bellevue Village,London,SW17 7ED
1326,Hillier Road,175000,House,2364,5,5,5,,London,SW11 6AX
1327,Basilica Mews,20000,New development,2347,4,4,4,,Thurleigh Road,SW12 8UF
1328,The Printworks,71000,New development,818,2,2,2, Crouch End,London,N8 9BU
1329,Bishops Gate,91500,New development,810,2,2,2,82-88 Fulham High Street,London,SW6 3LF
1330,Theberton Street,20000,House,2078,4,4,4,Barnsbury,London,N1 0QY
1331,Halton Road,42500,Flat / Apartment,495,1,1,1,Canonbury,London,N1 2EN
1332,Hornsey Street,499950,Flat / Apartment,656,2,2,2,Lower Holloway,London,N7 8HE
1333,Wentworth Mansions,105000,Flat / Apartment,1186,3,3,3,Keats Grove,London,NW3 2RL
1334,Hurlingham Square,115000,House,1906,5,5,5, Fulham,London,SW6 3DZ
1335,Christchurch Road,182500,House,2100,4,4,4,,London,SW14 7AB
1336,Tantallon Road,132500,House,1795,4,4,4,,London,SW12 8DQ
1337,Airedale Road,145000,House,1950,4,4,4,,London,SW12 8SF
1338,Liberty Mews,89500,House,1112,3,3,3,,London,SW12 8EE
1339,Landmark Place At Tower Bridge,1499995,New development,1142,2,2,2,Water Lane,London,EC3R 6EA
1340,Esmond Road,55000,Flat / Apartment,853,2,2,2,Chiswick,London,W4 1JG
1341,Elm Park Mansions,55000,Flat / Apartment,500,1,1,1,Park Walk,London,SW10 0AN
1342,Archway Street,105000,House,1261,3,3,3,Barnes,London,SW13 0AR
1343,Gerard Road,275000,House,2637,4,4,4,Barnes,London,SW13 9RG
1344,Warriner Gardens,178500,House,2061,5,5,5,Battersea,London,SW11 4DU
1345,Vandon Court,45000,Studio,332,0,0,0, Westminster,London,SW1H 9HE
1346,Selhurst Close,37500,Flat / Apartment,515,1,1,1,Wimbledon,London,SW19 6AY
1347,Lowndes Square,550000,Flat / Apartment,1973,3,3,3,Belgravia,London,SW1X 9JX
1348,Mount Ararat Road,285000,House,3008,5,5,5,Richmond,Surrey,TW10 6PQ
1349,Mount Ararat Road,245000,House,2300,5,5,5,Richmond,Surrey,TW10 6PH
1350,Copse Wood Way,160000,House,2071,4,4,4,Northwood,Middlesex,HA6 2TZ
1351,Hale End Road,45000,Flat / Apartment,790,2,2,2,Woodford Green,Essex,IG8 9LL
1352,Bishops Gate,20000,New development,1688,4,4,4,82-88 Fulham High Street,London,SW6 3LF
1353,Offord Road,159500,House,1828,3,3,3,Barnsbury,London,N1 1PF
1354,Walpole Court,60000,Flat / Apartment,780,2,2,2,27-33 Fairfax Road,London,NW6 4ES
1355,Pavilion Park,54500,New development,767,2,2,2, East Molesey,Surrey,KT8 9DX
1356,Ormeley Road,99500,House,1310,4,4,4,,London,SW12 9QG
1357,Valetta Road,105000,House,1355,4,4,4,Wendell Park,London,W3 7TQ
1358,Hudson House,138500,Flat / Apartment,990,3,3,3,Hortensia Road,London,SW10 0QR
1359,Claremont Lodge,65000,Flat / Apartment,1106,2,2,2, Wimbledon,London,SW20 8UA
1360,Albert Court,1095000,Flat / Apartment,3111,3,3,3,Prince Consort Road,London,SW7 2BH
1361,Wimbledon Park Road,37500,Flat / Apartment,525,1,1,1,Putney,London,SW18 5SJ
1362,Normanby Close,89900,House,1168,3,3,3,Putney,London,SW15 2RL
1363,Sefton Street,99500,House,1055,3,3,3,Putney,London,SW15 1NA
1364,Werter Road,169500,House,2368,5,5,5,Putney,London,SW15 2LJ
1365,Lockyer House,49500,Flat / Apartment,815,2,2,2, Putney,London,SW15 1EE
1366,Ainger Road,77500,Flat / Apartment,665,2,2,2,Primrose Hill,London,NW3 3AR
1367,The Drive,95000,House,2348,4,4,4,Northwood,Middlesex,HA6 1HW
1368,Halland Way,175000,House,4387,4,4,4,Northwood,Middlesex,HA6 2BY
1369,Thornton Place,115000,Flat / Apartment,1582,3,3,3,Clapham Common North Side,London,SW4 0AB
1370,Sheldon Avenue,440000,House,4102,5,5,5,Highgate,London,N6 4JS
1371,Bartholomew Road,230000,House,2362,5,5,5,Kentish Town,London,NW5 2AJ
1372,Eaton Rise,77500,New development,983,3,3,3,,London,W5 2HE
1373,Nevern Mansions,62500,Flat / Apartment,676,1,1,1,42 Warwick Road,London,SW5 9TJ
1374,Graemesdyke Avenue,130000,House,1496,4,4,4,,London,SW14 7BJ
1375,Choumert Square,52500,House,540,1,1,1,,London,SE15 4RE
1376,Garrett Street,849999,Flat / Apartment,802,2,2,2,,London,EC1Y 0TY
1377,Chiswick High Road,52500,New development,581,1,1,1,Chiswick,London,W4 5RG
1378,Rosaville Road,165000,House,1648,4,4,4,,London,SW6 7BL
1379,Marian Lodge,63500,Flat / Apartment,936,2,2,2, Wimbledon,London,SW20 8HJ
1380,South Park Road,155000,House,1884,4,4,4,Wimbledon,London,SW19 8SZ
1381,Beacon Tower,10000,Penthouse,1190,3,3,3, Wandsworth,London,SW18 4GN
1382,Basil Mansions,550000,Flat / Apartment,2497,3,3,3,Basil Street,London,SW3 1AP
1383,Neville House,45000,Flat / Apartment,646,1,1,1,137 London Road,Twickenham,TW1 1EG
1384,Rossway Drive,60000,House,1202,4,4,4,Bushey,Hertfordshire,WD23 3EW
1385,Wendover Court,132500,Flat / Apartment,779,2,2,2, Marylebone,London,W1U 7NX
1386,Furze Field,695000,New development,11177,6,6,6,Oxshott,Surrey,KT22 0UR
1387,Halliford Street,95000,Flat / Apartment,1023,2,2,2,Canonbury,London,N1 3EJ
1388,Tollington Way,43000,New development,538,1,1,1, London,N7 6QX,N7 6RG
1389,Malthouse Court,70000,Flat / Apartment,1121,2,2,2, Brentford,Middlesex,TW8 0FR
1390,Cairn Avenue,115000,House,1580,4,4,4,Ealing,London,W5 5HX
1391,Eaton Rise,79500,New development,989,3,3,3,,London,W5 2HE
1392,Redcliffe Gardens,115000,Flat / Apartment,911,2,2,2,,London,SW10 9JJ
1393,Gosberton Road,145000,House,2000,5,5,5,,London,SW12 8LG
1394,Kirkstall Road,155000,House,2328,5,5,5,,London,SW2 4HF
1395,Morton Apartments,73000,Penthouse,1127,3,3,3,Royal Albert Wharf,London,E16 2QJ
1396,Knowsley Road,86000,House,1010,2,2,2,Battersea,London,SW11 5BL
1397,The View,125000,Flat / Apartment,960,2,2,2, Westminster,London,SW1E 5BA
1398,Bangalore Street,129500,House,1940,5,5,5,Putney,London,SW15 1QD
1399,Ross Court,59500,Flat / Apartment,1452,3,3,3, Putney,London,SW15 3NY
1400,Wroughton Road,160000,House,1875,4,4,4,,London,SW11 6BG
1401,Portland Chambers,399500,New development,2694,3,3,3, Fitzrovia,London,W1W 6RP
1402,Daleham Mews,30000,House,2011,4,4,4,Belsize Park,London,NW3 5DB
1403,Ringmer Avenue,250000,House,2907,5,5,5,Fulham,London,SW6 5LW
1404,Meadows House,635000,Penthouse,4689,4,4,4, Fulham,London,SW6 2FQ
1405,Manor Road South,135000,House,2545,4,4,4,Esher,Surrey,KT10 0PY
1406,Deanhill Road,117500,House,1263,3,3,3,East Sheen,London,SW14 7DF
1407,Cupar Road,210000,House,2360,4,4,4,Battersea,London,SW11 4JW
1408,Ordish Apartments,74500,Flat / Apartment,1181,3,3,3,162 Gideon Road,London,SW11 5ET
1409,Moreton Terrace,56000,Flat / Apartment,468,1,1,1,Pimlico,London,SW1V 2NS
1410,Spencer Hill,245000,House,3831,5,5,5,Wimbledon,London,SW19 4NY
1411,Pepys Road,229500,House,4569,5,5,5,Wimbledon,London,SW20 8NP
1412,Dudley Road,239500,House,2443,5,5,5,Wimbledon,London,SW19 8PN
1413,Tannery House,125000,Penthouse,1600,2,2,2, Spitalfields,London,E1 5AG
1414,Gaumont Tower,85000,Flat / Apartment,1254,3,3,3, Dalston,London,E8 3BQ
1415,Hasker Street,297500,House,1522,3,3,3,,London,SW3 2LQ
1416,River Lane,750000,House,6863,5,5,5,Richmond,Surrey,TW10 7AG
1417,Townshend Terrace,128500,House,1011,3,3,3,Richmond,Surrey,TW9 1XJ
1418,Roehampton Vale,79500,House,2472,5,5,5,Putney,London,SW15 3PG
1419,Weldin Mews,83500,House,1297,3,3,3,Putney,London,SW18 1FT
1420,Bishops Avenue,92500,Bungalow,1270,2,2,2,Northwood,Middlesex,HA6 3DD
1421,Wildacres,159500,House,3578,5,5,5,Northwood,Middlesex,HA6 3JD
1422,St. Petersburgh Place,550000,House,4227,9,9,9,,London,W2 4LA
1423,Dorlcote Road,350000,House,3709,7,7,7,Wandsworth,London,SW18 3RT
1424,Henderson Road,350000,House,4095,5,5,5,,London,SW18 3RR
1425,Tregarvon Road,73000,Flat / Apartment,833,2,2,2,,London,SW11 5QE
1426,Chiltern Way,99500,House,1889,4,4,4,Woodford Green,Essex,IG8 0RQ
1427,Monkhams Avenue,119500,House,1720,4,4,4,Woodford Green,Essex,IG8 0HA
1428,Ollards Grove,139500,House,2427,5,5,5,Loughton,Essex,IG10 4DW
1429,Ovington Street,385000,House,1643,3,3,3,,London,SW3 2JA
1430,Cloudesley Place,120000,House,1298,4,4,4,Barnsbury,London,N1 0JA
1431,Remington Street,105000,House,1206,2,2,2,Islington,London,N1 8DH
1432,Carronade Court,50000,Flat / Apartment,794,2,2,2, Holloway,London,N7 8GP
1433,Balls Pond Road,57500,Flat / Apartment,1034,2,2,2,De Beauvoir,London,N1 4BW
1434,Annette Road,57500,Flat / Apartment,741,2,2,2,Holloway,London,N7 6PE
1435,Southgate Court,449950,Flat / Apartment,759,3,3,3,Southgate Road,London,N1 3JR
1436,Noel Road,265000,House,2311,2,2,2,Islington,London,N1 8HA
1437,Highbury Gardens,50000,Flat / Apartment,492,1,1,1,52 Holloway Road,London,N7 8BU
1438,Lodge Mews,105000,House,1248,4,4,4,Aberdeen Park,London,N5 2BD
1439,Wenlock Road,62900,Flat / Apartment,640,2,2,2,Islington,London,N1 7SL
1440,Heathside,499950,Flat / Apartment,690,2,2,2, Golders Green,London,NW11 7SB
1441,Walham Yard,169000,House,2099,4,4,4,Fulham,London,SW6 1JA
1442,The Mount,165000,House,2644,4,4,4,Esher,Surrey,KT10 8LQ
1443,The Mount,199500,House,5982,5,5,5,Esher,Surrey,KT10 8LQ
1444,Eardley Crescent,38500,Studio,297,0,0,0,,London,SW5 9JT
1445,Cornwall Gardens,145000,Flat / Apartment,963,2,2,2,South Kensington,London,SW7 4AX
1446,Anchor Brewhouse,175000,Flat / Apartment,1189,2,2,2,50 Shad Thames,London,SE1 2LY
1447,Wapping Lane,45000,Studio,680,0,0,0,,London,E1W 2RX
1448,Lock Side Way,57500,New development,1023,2,2,2,Royal Albert Wharf,London,E16 2QJ
1449,Carlton House,73000,New development,665,2,2,2,London,27 Carlton Drive,SW15 2BS
1450,Chiswick High Road,57500,New development,558,1,1,1,Chiswick,London,W4 5RG
1451,Chelsea Park Gardens,495000,House,2079,5,5,5,,London,SW3 6AE
1452,Westfields,48500,Flat / Apartment,786,3,3,3, Barnes,London,SW13 0PJ
1453,Simmons Lane,35000,New development,678,1,1,1,,London,E4 6JH
1454,Welbeck Court,50000,Flat / Apartment,564,2,2,2, West Kensington,London,W14 8XW
1455,Wandle Road,145000,House,1981,3,3,3,,London,SW17 7DL
1456,Horseferry Road,199500,House,2188,4,4,4,Westminster,London,SW1P 2EE
1457,Barmouth Road,125000,House,1962,5,5,5,Wandsworth,London,SW18 2DP
1458,Melody Road,175000,House,2266,5,5,5,Wandsworth,London,SW18 2QF
1459,Jessica Road,167500,House,2485,6,6,6,Wandsworth,London,SW18 2QN
1460,Southborough Road,170000,House,1958,4,4,4,South Hackney,London,E9 7EF
1461,Quaker Street,799950,Penthouse,842,2,2,2,Shoreditch,London,E1 6SY
1462,Dovehouse Street,745000,House,3285,5,5,5,,London,SW3 6JZ
1463,Watcombe Cottages,90000,House,836,2,2,2,Richmond,Surrey,TW9 3BD
1464,Roehampton Gate,210000,House,2565,5,5,5,Putney,London,SW15 5JS
1465,Upper Montagu Street,99500,Flat / Apartment,836,2,2,2,,London,W1H 1RP
1466,Eden Grove,599995,Flat / Apartment,926,2,2,2,Lower Holloway,London,N7 8EF
1467,Offord Road,43500,Flat / Apartment,439,1,1,1,Barnsbury,London,N1 1LR
1468,Upper Street,56500,Flat / Apartment,793,2,2,2,,London,N1 2TZ
1469,Lancaster Stables,145000,Mews,1568,4,4,4, Belsize Park,London,NW3 4PH
1470,Blackhills,349500,House,7886,6,6,6,Esher,Surrey,KT10 9JP
1471,Landmark Place At Tower Bridge,299500,New development,1446,2,2,2,Water Lane,London,EC3R 6EA
1472,Landmark Place At Tower Bridge,249500,New development,1163,2,2,2,Water Lane,London,EC3R 6EA
1473,Anhalt Road,305000,House,2599,5,5,5,Battersea,London,SW11 4NX
1474,Melody Road,145000,House,1669,4,4,4,Wandsworth,London,SW18 2QW
1475,Trefoil Road,145000,House,2136,5,5,5,,London,SW18 2EQ
1476,Schubert Road,165000,House,2270,4,4,4,Putney,London,SW15 2QS
1477,Oakside Court,50000,New development,808,2,2,2, Northwood,Middlesex,HA6 1AW
1478,Basilica Mews,210000,New development,2132,4,4,4,,Thurleigh Road,SW12 8UF
1479,Bishops Gate,20000,New development,1693,4,4,4,82-88 Fulham High Street,London,SW6 3LF
1480,Wallace Road,89900,Flat / Apartment,1003,2,2,2,Islington,London,N1 2PG
1481,"The oTTo, Hackney",99500,New development,1561,3,3,3, Clapton,E5 8DE,E5 8DS
1482,Chelsea Creek Tower,139900,Flat / Apartment,1351,2,2,2, Fulham,London,SW6 2RQ
1483,Banyan House,125000,Flat / Apartment,1253,3,3,3, Fulham,London,SW6 2PT
1484,Worple Street,80000,House,1018,2,2,2,Mortlake,London,SW14 8HE
1485,Streathbourne Road,275000,House,4056,6,6,6,,London,SW17 8QZ
1486,Thirlmere Road,65000,Flat / Apartment,877,2,2,2,,London,SW16 1QW
1487,Lime Quarter,49000,New development,695,2,2,2,Bow,London,E3 3QH
1488,Kew Bridge Road,76500,New development,858,2,2,2,Brentford,Middlesex,TW8 0RF
1489,Charles Street,699950,New development,756,2,2,2,Barnes,London,SW13 0NZ
1490,St. Stephens Avenue,265000,House,2607,5,5,5,,London,W12 8JA
1491,Elsley Road,899950,House,922,3,3,3,Battersea,London,SW11 5LH
1492,Kenilworth Avenue,269500,House,3797,6,6,6,Wimbledon,London,SW19 7LW
1493,Geraldine Road,189500,House,2503,5,5,5,Wandsworth,London,SW18 2NS
1494,Commodore House,110000,Flat / Apartment,1236,2,2,2, Juniper Drive,London,SW18 1TZ
1495,The Lansbury,625000,Flat / Apartment,1736,3,3,3,19 Basil Street,London,SW3 1BA
1496,Wimbledon Park Road,53500,Flat / Apartment,729,2,2,2,Putney,London,SW18 5SJ
1497,Wimbledon Park Road,55000,Flat / Apartment,849,2,2,2,Putney,London,SW18 5SJ
1498,Lowlands,83500,Flat / Apartment,875,2,2,2,2-8 Eton Avenue,London,NW3 3EJ
1499,Basilica Mews,248500,New development,2603,5,5,5,,Thurleigh Road,SW12 8UF
1500,Hanway Place,189500,Flat / Apartment,1438,2,2,2,Fitzrovia,London,W1T 1HF
1501,Pembroke Walk,330000,House,1889,4,4,4,Kensington,London,W8 6PQ
1502,Tollington Way,572900,New development,721,2,2,2, London,N7 6QX,N7 6RG
1503,Tollington Way,432500,New development,538,1,1,1, London,N7 6QX,N7 6RG
1504,The Stack,62000,New development,930,2,2,2,Homerton,London,E9 6HP
